tweet,label
"['israel', 'require', 'jabs', 'month', 'fa', 'uni', 'one', 'ups', 'recommendation', 'state', 'american', 'need', 'iv', 'port', 'receive', 'vaccine', 'infusion', 'biden', 'try', 'extend', 'eviction', 'moratorium', 'rd', 'time', 'kamala', 'let', 'derogatory', 'comment', 'slip', 'biden', 'chumming', 'water']",0
"['imagine', 'fast', 'would', 'try', 'impeach', 'trump', 'illegally', 'extend', 'eviction', 'moratorium', 'force', 'people', 'get', 'vaccinate', 'abandoned', 'american', 'terrorist', 'control', 'lose', 'thousand', 'illegal', 'migrant', 'child', 'try', 'ale', 'celebration', 'f', 'sake']",1
"['look', 'alot', 'like', 'cdc', 'eviction', 'moratorium', 'bark', 'bite', 'able', 'hold', 'rhetoric', 'harmful', 'like', 'american', 'need', 'fight']",0
"['one', 'day', 'hope', 'liberal', 'take', 'enough', 'time', 'away', 'obsession', 'trump', 'longer', 'president', 'start', 'tweet', 'democrat', 'refuse', 'give', 'american', 'wage', 'would', 'come', 'back', 'vacation', 'pas', 'eviction', 'moratorium']",0
"['thank', 'speak', 'retie', 'state', 'administration', 'eviction', 'moratorium', 'someone', 'feed', 'govt', 'need', 'ask', 'serious', 'question', 'go', 'state', 'help', 'black', 'american', 'economically', 'governor', 'hold', 'money']",1
"['trump', 'administration', 'never', 'think', 'far', 'really', 'money', 'receive', 'release', 'bad', 'member', 'taliban', 'would', 'let', 'afghan', 'government', 'help']",1
"['back', 'post', 'gop', 'b', 'pop', 'trump', 'release', 'taliban', 'fighter', 'withdraw', 'troop', 'make', 'troop', 'sit', 'duck', 'biden', 'protect', 'american', 'something', 'trump', 'administration', 'care']",1
"['decide', 'become', 'tool', 'trump', 'administration', 'negotiate', 'directly', 'taliban', 'negotiate', 'withdrawal', 'agree', 'release', 'taliban', 'isi', 'prisoner', 'god', 'embarrass', 'hint', 'go', 'ever', 'let', 'run', 'potus', 'stop']",0
"['get', 'away', 'merely', 'follow', 'withdrawal', 'guideline', 'set', 'trump', 'administration', 'part', 'appeasement', 'taliban', 'include', 'free', 'taliban', 'prisoner', 'one', 'kabul', 'new', 'leader', 'afghanistan']",0
"['set', 'terrorist', 'taliban', 'prisoner', 'back', 'free', 'afghanistan', 'donald', 'trump', 'mike', 'pop', 'taliban', 'prisoner', 'murder', 'american', 'soldier', 'year', 'trump', 'administration', 'set', 'free', 'set', 'suicide', 'bombing', 'afghanistan']",1
"['set', 'terrorist', 'taliban', 'prisoner', 'back', 'free', 'afghanistan', 'donald', 'trump', 'mike', 'pop', 'taliban', 'prisoner', 'murder', 'american', 'soldier', 'year', 'trump', 'administration', 'set', 'free', 'terrorist', 'set', 'suicide', 'bomb', 'kabul']",1
"['far', 'american', 'kill', 'afghanistan', 'trump', 'administration', 'trump', 'one', 'negotiated', 'terrorist', 'release', 'taliban', 'prisoner', 'include', 'current', 'leader', 'stop', 'hypocritical']",1
"['taliban', 'affiliate', 'prisoner', 'release', 'last', 'year', 'trump', 'administration', 'negotiate', 'taliban', 'leave', 'afghan', 'government', 'prisoner', 'release', 'trump', 'return', 'battlefield', 'taliban', 'strengthen', 'legitimize', 'trump', 'administration']",0
"['trump', 'administration', 'release', 'taliban', 'prison', 'part', 'negotiation', 'sit']",0
"['two', 'mitten', 'reagan', 'administration', 'crate', 'taliban', 'bush', 'administration', 'foolishly', 'invade', 'stay', 'long', 'trump', 'administration', 'surrender', 'taliban', 'let', 'jail']",0
"['trump', 'administration', 'meet', 'taliban', 'agree', 'release', 'taliban', 'prisoner', 'positive', 'talk', 'fox', 'news']",1
"['trump', 'secretary', 'state', 'mike', 'pop', 'meet', 'mullah', 'abdul', 'ghana', 'radar', 'cofounder', 'taliban', 'take', 'kabul', 'november', 'trump', 'administration', 'secure', 'release', 'prison', 'along', 'taliban', 'leader', 'release', 'prisoner']",0
"['mike', 'pop', 'trump', 'administration', 'fail', 'afghanistan', 'people', 'turd', 'negotiate', 'taliban', 'include', 'afghanistan', 'govt', 'fail', 'release', 'taliban', 'fighter', 'prison', 'retweet']",0
"['hmm', 'seem', 'forget', 'fact', 'also', 'deliberately', 'forget', 'trump', 'administration', 'taliban', 'leader', 'radar', 'release', 'prison', 'along', 'taliban', 'al', 'qaeda', 'terrorist']",1
"['former', 'trump', 'administration', 'owe', 'answer', 'release', 'taliban', 'jail', 'last', 'germany', 'record', 'storm', 'afghan', 'city', 'oh', 'rudy', 'hope', 'learn', 'protect', 'rudd', 'endpoint']",1
"['yeah', 'true', 'see', 'trump', 'administration', 'official', 'say', 'biden', 'administration', 'negotiate', 'like', 'taliban', 'free', 'soldier', 'froze', 'afghan', 'govt', 'talk', 'say', 'wed', 'may', 'st', 'get', 'pretty', 'angry']",0
"['forgot', 'add', 'trump', 'administration', 'negotiation', 'taliban', 'subsequent', 'release', 'prisoner', 'investigation', 'request', 'could', 'add', 'taliban', 'takeover', 'kabul']",1
"['major', 'garrett', 'allow', 'nicky', 'haley', 'claim', 'trump', 'administration', 'control', 'taliban', 'without', 'fact', 'check', 'trump', 'one', 'negotiate', 'directly', 'taliban', 'without', 'include', 'afghan', 'government', 'release', 'taliban', 'soldier', 'reduce', 'troop']",1
"['trump', 'administration', 'republicans', 'one', 'deny', 'afghan', 'entry', 'america', 'yrs', 'evacuate', 'nothing', 'want', 'help', 'afghan', 'help', 'america', 'let', 'u', 'forget', 'trump', 'one', 'release', 'taliban', 'prisoner']",1
"['report', 'trump', 'let', 'taliban', 'prisoner', 'go', 'investigated', 'planning', 'allow', 'trump', 'administration', 'full', 'blow', 'fox', 'news']",0
"['peace', 'agreement', 'make', 'u', 'government', 'trump', 'administration', 'let', 'taliban', 'prison', 'include', 'leader', 'withdraw', 'u', 'army', 'may', 'troop', 'number', 'reduce', 'think', 'biden', 'sent', 'large', 'force', 'back']",0
"['also', 'report', 'trump', 'peace', 'treaty', 'taliban', 'taliban', 'prisoner', 'release', 'muck', 'visa', 'program', 'nazi', 'stephen', 'miller', 'trump', 'administration', 'sell', 'nuclear', 'capability', 'saudi', 'arabia', 'go', 'elsewhere', 'news']",0
"['cmon', 'bot', 'troll', 'trump', 'administration', 'give', 'legitimacy', 'taliban', 'meeting', 'negotiate', 'make', 'deal', 'trump', 'administration', 'make', 'deal', 'taliban', 'troop', 'may', 'st', 'trump', 'prisoner', 'release']",0
"['except', 'forgot', 'part', 'trump', 'administration', 'broker', 'deal', 'free', 'coleader', 'cofounder', 'taliban', 'plus', 'taliban', 'fighter', 'cut', 'dry', 'dunk']",0
"['forget', 'trump', 'administration', 'negotiate', 'release', 'taliban']",1
"['trump', 'administration', 'own', 'lot', 'freed', 'leader', 'taliban', 'fighter', 'deal', 'make', 'without', 'include', 'afghan', 'gov', 'corrupt', 'put', 'place', 'make', 'biden', 'look', 'bad']",0
"['shut', 'visa', 'program', 'protect', 'risk', 'individual', 'trump', 'administration', 'give', 'taliban', 'mike', 'pop', 'work', 'trump', 'administration', 'release', 'taliban', 'fighter', 'leadership', 'trump', 'administration']",1
"['trump', 'administration', 'release', 'taliban', 'prisoner']",1
"['plan', 'trump', 'release', 'taliban', 'soldier', 'think', 'would', 'free', 'legitimized', 'trump', 'administration', 'trump', 'pop', 'negotiate', 'mess', 'want', 'sleep', 'taliban', 'camp', 'david', 'remember']",0
"['far', 'american', 'kill', 'afghanistan', 'trump', 'administration', 'trump', 'one', 'negotiated', 'terrorist', 'release', 'taliban', 'prisoner', 'include', 'current', 'leader', 'stop', 'hypocritical']",1
"['know', 'trump', 'administration', 'negotiate', 'include', 'release', 'taliban', 'fighter', 'right', 'promise', 'taliban', 'would', 'negotiate', 'afghan', 'government', 'break']",1
"['insult', 'canada', 'today', 'say', 'send', 'troop', 'afghanistan', 'support', 'usa', 'send', 'year', 'die', 'thousand', 'injured', 'cost', 'billion', 'dollar', 'prime', 'minister', 'must', 'say', 'something', 'defense']",1
"['war', 'afghanistan', 'cost', 'u', 'estimate', 'trillion', 'dollar', 'cost', 'end', 'homelessness', 'america', 'billion', 'would', 'cost', 'u', 'billion', 'end', 'world', 'hunger', 'would', 'cost', 'billion', 'year', 'end', 'world', 'thirst', 'together', 'less', 'trillion']",0
"['tell', 'billion', 'dollar', 'give', 'american', 'afghanistan', 'last', 'year', 'go', 'surprised', 'descendant', 'ghana', 'toe', 'indian', 'propaganda', 'blame', 'pakistan']",0
"['war', 'iraq', 'afghanistan', 'cost', 'billion', 'dollar', 'aka', 'trillion', 'since', 'wall', 'whole', 'u', 'mexico', 'border', 'cost', 'billion', 'mean', 'usa', 'wag', 'war', 'could', 'wall', 'build', 'one', 'wall', 'save', 'money', 'wall']",1
"['afghanistan', 'control', 'week', 'ago', 'decision', 'remove', 'military', 'first', 'citizen', 'widens', 'plan', 'plan', 'biden', 'also', 'leave', 'billion', 'dollar', 'military', 'grade', 'weapon', 'taliban']",0
"['speak', 'pretend', 'bill', 'aim', 'fire', 'spend', 'authorize', 'spending', 'billion', 'dollar', 'year', 'year', 'hand', 'taxpayer', 'illusion', 'call', 'afghanistan', 'military', 'industrial', 'complex']",0
"['bomb', 'country', 'boot', 'still', 'grind', 'iraq', 'afghanistan', 'syria', 'goldman', 'sachs', 'administration', 'billion', 'dollar', 'weapon', 'deal', 'saudi', 'arabia', 'provide', 'hundred', 'thousand', 'stay', 'hotel']",0
"['afghan', 'parliament', 'million', 'dollar', 'build', 'india', 'last', 'year', 'bilateral', 'trade', 'india', 'afghanistan', 'estimate', 'billion', 'last', 'year', 'india', 'announce', 'community', 'development', 'project', 'worth', 'r', 'billion']",0
"['trump', 'cut', 'aid', 'pakistan', 'matter', 'pakistan', 'go', 'war', 'never', 'cost', 'billion', 'dollar', 'life', 'usa', 'military', 'miserably', 'fail', 'defeat', 'taliban', 'afghanistan', 'blame', 'pakistan', 'failure']",1
"['u', 'spend', 'billion', 'dollar', 'help', 'rebuild', 'afghanistan', 'yet', 'little', 'money', 'education', 'health', 'care', 'veteran']",0
"['yeah', 'make', 'much', 'money', 'net', 'worth', 'decrease', 'billion', 'dollar', 'year', 'much', 'money', 'trump', 'propose', 'withdrawal', 'taliban', 'nowhere', 'find', 'afghanistan', 'widens', 'fault', 'blood', 'biden', 'voter', 'hand']",1
"['question', 'medium', 'ask', 'would', 'leave', 'billion', 'dollar', 'u', 'equip', 'arm', 'hostile', 'nation', 'u', 'reverse', 'trumps', 'action', 'via', 'executive', 'order', 'first', 'day', 'say', 'must', 'adhere', 'previous', 'date', 'set', 'leave', 'afghanistan']",1
"['pakistan', 'foolishly', 'go', 'war', 'never', 'cost', 'billion', 'dollar', 'live', 'usa', 'military', 'might', 'miserably', 'fail', 'defeat', 'taliban', 'afghanistan', 'blame', 'pakistan', 'failure', 'donald', 'trump']",0
"['disagree', 'tell', 'much', 'money', 'spend', 'curb', 'terrorism', 'trillion', 'dollar', 'usa', 'war', 'afghanistan', 'billion', 'dollar', 'security', 'usa', 'classic', 'example', 'foolishness']",0
"['war', 'afghanistan', 'cost', 'trillion', 'dollar', 'estimate', 'billion', 'eradicate', 'homelessness', 'could', 'do', 'time']",1
"['pakistan', 'foolishly', 'go', 'war', 'never', 'cost', 'u', 'billion', 'dollar', 'live', 'usa', 'military', 'might', 'miserably', 'fail', 'defeat', 'taliban', 'afghanistan', 'blame', 'pakistan', 'failure']",0
"['joe', 'biden', 'day', 'late', 'president', 'trump', 'may', 'st', 'deal', 'go', 'afghanistan', 'leave', 'nearly', 'billion', 'dollar', 'helicopter', 'weapon', 'gear', 'give', 'taliban', 'army', 'cost', 'young', 'people', 'live', 'buck', 'stop']",0
"['billion', 'dollar', 'equipment', 'leave', 'afghanistan', 'american', 'ally', 'leave', 'afghanistan', 'go', 'ahead', 'support']",0
"['jim', 'costa', 'decants', 'variant', 'kill', 'people', 'asshole', 'vega', 'fundraiser', 'go', 'doctor', 'appointment', 'uf', 'hand', 'hospital', 'jacksonville', 'florida', 'entire', 'th', 'floor', 'overflow', 'void', 'patient']",1
"['ignore', 'fact', 'americans', 'less', 'saving', 'american', 'saving', 'number', 'pandemic', 'minimum', 'wage', 'change', 'year', 'inflation', 'devalue', 'timeframe']",1
"['raise', 'minimum', 'wage', 'equal', 'raise', 'inflation', 'minimum', 'wage', 'keep', 'inflation', 'year', 'educate', 'learn', 'inflation', 'work', 'economy', 'collapse', 'bring', 'essential', 'worker', 'poverty', 'geez']",0
"['adjust', 'inflation', 'federal', 'minimum', 'wage', 'worth', 'less', 'year', 'ago', 'reason', 'grandpa', 'could', 'go', 'work', 'deli', 'counter', 'grandma', 'could', 'stay', 'home', 'diddle', 'could', 'still', 'buy', 'bedroom', 'home', 'live', 'comfortably']",0
"['totally', 'agree', 'agree', 'minimum', 'wage', 'adjust', 'rate', 'inflation', 'past', 'year']",1
"['one', 'point', 'minimum', 'wage', 'dollar', 'fall', 'long', 'way', 'phase', 'minimum', 'wage', 'year', 'put', 'right', 'back', 'dollar', 'depend', 'inflation', 'crash', 'economy', 'back', 'either']",1
"['worker', 'today', 'pay', 'federal', 'minimum', 'wage', 'hour', 'adjust', 'inflation', 'pay', 'percent', 'less', 'counterpart', 'year', 'ago', 'economic', 'policy', 'institute', 'yes', 'afford', 'minimum', 'wage']",1
"['inflation', 'largely', 'driven', 'economic', 'growth', 'fail', 'increase', 'minimum', 'wage', 'lockstep', 'inflation', 'year', 'wage', 'theft', 'become', 'necessary', 'increase', 'people', 'risk', 'void', 'hour', 'sorry', 'fuck', 'bad']",1
"['get', 'first', 'job', 'minimum', 'wage', 'minimum', 'wage', 'guy', 'really', 'think', 'magically', 'last', 'year', 'nothing', 'cost', 'already', 'inflation', 'already', 'happen', 'raise', 'wage']",0
"['fwiw', 'think', 'minimum', 'wage', 'closer', 'agree', 'increase', 'incrementally', 'say', 'thought', 'immediate', 'jump', 'follow', 'increment', 'every', 'year', 'index', 'inflation']",1
"['instead', 'raise', 'minimum', 'wage', 'forever', 'work', 'curb', 'inflation', 'make', 'housing', 'high', 'education', 'affordable', 'like', 'year', 'ago', 'oh', 'easy', 'catch', 'phrase', 'rattle', 'supporter']",0
"['course', 'employment', 'rate', 'low', 'minimum', 'wage', 'median', 'salary', 'never', 'low', 'compare', 'inflation', 'happen', 'labor', 'get', 'raise', 'year']",0
"['strange', 'work', 'plan', 'put', 'minimum', 'wage', 'hour', 'year', 'exactly', 'right', 'base', 'average', 'inflation', 'rate', 'annually', 'problem', 'real', 'estate', 'grow', 'nearly', 'annually', 'past', 'year', 'people', 'afford', 'home']",0
"['automation', 'always', 'kill', 'job', 'sometimes', 'create', 'new', 'purpose', 'exist', 'job', 'ex', 'bank', 'teller', 'also', 'raise', 'minimum', 'wage', 'seem', 'bizarre', 'see', 'little', 'wage', 'grow', 'last', 'year', 'adjust', 'inflation']",0
"['year', 'ago', 'minimum', 'wage', 'keep', 'pace', 'inflation', 'would', 'hr', 'hr', 'many', 'hour', 'would', 'work', 'pay', 'current', 'tuition', 'college']",1
"['minimum', 'wage', 'year', 'ago', 'adjust', 'inflation', 'wait']",0
"['inflation', 'happen', 'minimum', 'wage', 'keep', 'instance', 'year', 'ago', 'could', 'buy', 'tub', 'cream', 'cheese', 'less', 'tub', 'size', 'small', 'cream', 'cheese', 'one', 'item']",1
"['mention', 'minimum', 'wage', 'sound', 'good', 'realize', 'year', 'ago', 'year', 'inflation', 'minimum', 'wage', 'would', 'actually', 'closer', 'push', 'bare', 'minimum', 'actually', 'need', 'deserve']",0
"['perhaps', 'decrease', 'pay', 'hr', 'cost', 'living', 'inflation', 'rise', 'drastically', 'last', 'year', 'minimum', 'wage', 'basically', 'stay', 'republican', 'love', 'big', 'corporation', 'thrive', 'expense', 'poor', 'underpaid', 'care']",0
"['raise', 'minimum', 'wage', 'would', 'undo', 'erosion', 'value', 'real', 'minimum', 'wage', 'begin', 'fact', 'first', 'time', 'year', 'minimum', 'wage', 'would', 'exceed', 'historical', 'inflation', 'adjust', 'high', 'point', 'set']",0
"['available', 'job', 'also', 'hit', 'record', 'high', 'million', 'free', 'money', 'admin', 'give', 'total', 'year', 'extra', 'unemployment', 'dollar', 'rent', 'extra', 'dollar', 'per', 'kid', 'simple', 'common', 'sense', 'many', 'job', 'opening']",0
"['live', 'tv', 'job', 'open', 'soar', 'record', 'million', 'annexed', 'tape', 'cnn', 'business', 'update', 'prime', 'minister', 'edt', 'tue', 'june']",0
"['break', 'jolt', 'million', 'job', 'open', 'million', 'vs', 'expectation', 'pressure', 'wage', 'inflationary', 'high', 'number', 'record', 'america', 'want', 'work', 'folk', 'juiced', 'ue', 'start', 'wonder', 'want', 'work', 'period', 'america', 'open', 'void', 'end']",1
"['correction', 'employer', 'post', 'record', 'million', 'job', 'opening', 'april', 'u', 'labor', 'department']",0
"['nobody', 'want', 'work', 'job', 'open', 'soar', 'time', 'high', 'million', 'record', 'number', 'quit', 'job', 'give', 'money', 'worker', 'stay', 'home', 'enjoy', 'family', 'life', 'joe', 'think']",1
"['million', 'job', 'opening', 'time', 'record']",0
"['ceo', 'compensation', 'v', 'worker', 'ceo', 'compensation', 'v', 'worker', 'relief', 'wage', 'trickle']",1
"['ceo', 'compensation', 'grow', 'since', 'typical', 'worker', 'compensation', 'risen', 'time']",0
"['btwn', 'average', 'ceo', 'pay', 'remain', 'million', 'accord', 'epi', 'frm', 'ceo', 'pay', 'american', 'firm', 'rise', 'stun', 'compare', 'mere', 'growth', 'worker', 'compensation', 'period', 'adjust', 'inflation', 'inequality']",0
"['strike', 'ber', 'ceo', 'compensation', 'grow', 'since', 'typical', 'worker', 'compensation', 'risen', 'time', 'ceo', 'typical', 'worker', 'pay', 'ratio', 'ceo', 'typical', 'worker', 'pay', 'ratio', 'ceo', 'typical', 'worker', 'pay', 'ratio', 'cap', 'ratio']",1
"['ceo', 'united', 'state', 'earn', 'average', 'x', 'salary', 'typical', 'worker', 'high', 'x', 'ceo', 'compensation', 'grow', 'since']",1
"['ceo', 'pay', 'grow', 'time', 'faster', 'typical', 'worker', 'pay', 'since', 'last', 'several', 'decade', 'inflation', 'adjust', 'ceo', 'compensation', 'increase', 'million', 'million', 'percent', 'rise', 'almost', 'double', 'stock', 'market', 'growth']",1
"['take', 'income', 'example', 'since', 'ceo', 'compensation', 'grown', 'typical', 'worker', 'hand', 'see', 'compensation', 'grow']",1
"['ceo', 'compensation', 'grow', 'since', 'typical', 'worker', 'compensation', 'risen', 'time', 'accord', 'report', 'economic', 'policy', 'institute', 'average', 'ceo', 'pay', 'time', 'nearly', 'annual', 'average', 'pay', 'typical', 'american', 'worker']",0
"['national', 'broadcasting', 'company', 'nightly', 'news', 'since', 'ceo', 'compensation', 'rise', 'compare', 'average', 'worker', 'starbucks', 'ceo', 'make', 'x', 'average', 'worker', 'sell', 'coffee', 'require', 'x', 'high', 'iq']",0
"['reality', 'check', 'since', 'worker', 'wage', 'rise', 'average', 'ceo', 'compensation', 'increase', 'average', 'since', 'account', 'inflation', 'worker', 'wage', 'fall', 'past', 'year']",0
"['ceo', 'compensation', 'average', 'increase', 'congressional', 'salary', 'talk']",0
"['ceo', 'compensation', 'grow', 'since', 'typical', 'worker', 'compensation', 'risen', 'time']",1
"['yous', 'population', 'million', 'people', 'qualify', 'poor', 'lowincome', 'another', 'stark', 'reality', 'ceo', 'compensation', 'grow', 'since', 'typical', 'worker', 'compensation', 'risen', 'time']",1
"['ceo', 'compensation', 'increase', 'since', 'average', 'worker', 'salary', 'k', 'k', 'ceo', 'chase', 'earn', 'mill', 'jd', 'earn', 'mill', 'work', 'sale', 'make', 'decent', 'living']",1
"['ceo', 'compensation', 'grow', 'since', 'typical', 'worker', 'compensation', 'risen', 'time', 'could', 'something', 'many', 'worker', 'strike', 'quit', 'job']",0
"['argument', 'make', 'sense', 'salary', 'go', 'year', 'ceo', 'compensation', 'grow', 'since', 'one', 'care', 'inflation', 'cause', 'meanwhile', 'typical', 'worker', 'compensation', 'go', 'amount', 'time']",1
"['didja', 'know', 'american', 'ceo', 'compensation', 'soar', 'since', 'average', 'employee', 'saw', 'paltry', 'gain', 'accord', 'nonpartisan', 'economic', 'policy', 'institute']",1
"['hit', 'fact', 'thought', 'ceo', 'compensation', 'growning', 'since', 'worker', 'pay', 'risen', 'risk', 'go', 'month', 'supply', 'insulin', 'vial', 'around', 'increase', 'risk']",0
"['percentof', 'population', 'million', 'people', 'poor', 'lowincome', 'renown', 'much', 'bottom', 'americans', 'rich', 'stock', 'trade', 'wall', 'street', 'ceo', 'compensation', 'compensation', 'grow', 'since', 'worker', 'compensation', 'rise']",1
"['call', 'business', 'raise', 'wage', 'attract', 'worker', 'wage', 'inflation', 'wild', 'consider', 'ceo', 'compensation', 'grow', 'typical', 'worker', 'pay', 'rise', 'period']",0
"['literally', 'get', 'sick', 'stomach', 'minimal', 'amount', 'research', 'effect', 'void', 'ceo', 'pay', 'presentation', 'work', 'tomorrow', 'example', 'ceo', 'pay', 'risen', 'worker', 'compensation', 'grown']",0
"['ceo', 'compensation', 'grow', 'since', 'typical', 'worker', 'compensation', 'risen', 'time']",1
"['ceo', 'compensation', 'inflation', 'adjust', 'increased', 'percent']",0
"['wrong', 'since', 'adjust', 'inflation', 'american', 'worker', 'see', 'percent', 'increase', 'compensation', 'period', 'ceo', 'see', 'percent', 'increase', 'earnings']",1
"['ceo', 'compensation', 'grow', 'since', 'typical', 'worker', 'compensation', 'risen', 'could', 'solution', 'possibly', 'entail', 'management', 'take', 'less', 'money', 'course', 'sure', 'start', 'trickle', 'day']",0
"['since', 'adjust', 'inflation', 'american', 'worker', 'see', 'percent', 'increase', 'compensation', 'period', 'ceo', 'see', 'percent', 'increase', 'earnings']",1
"['seem', 'think', 'smart', 'person', 'explain', 'since', 'ceo', 'compensation', 'rise', 'ceo', 'compare', 'average', 'worker', 'accord', 'economic', 'policy', 'institute']",0
"['ceo', 'compensation', 'grow', 'option', 'realize', 'measure', 'wag', 'typical', 'worker', 'grow', 'report', 'lawrence', 'miss', 'julia', 'wolfe', 'build', 'strong', 'economy', 'opinion']",0
"['corporation', 'refuse', 'pay', 'living', 'wage', 'longer', 'pay', 'pension', 'benefit', 'ceo', 'compensation', 'grow', 'since', 'worker', 'compensation', 'increase', 'hopefully', 'clears', 'corporation', 'fuck', 'evil']",0
"['ceo', 'typical', 'worker', 'compensation', 'ratio', 'ceo', 'compensation', 'grow', 'postscript', 'energy', 'consumption', 'brain', 'pps', 'wrong', 'analogy']",0
